TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact,AllNotes
9275,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-07,20,20,0.5,5,Agriculture,Over ploughed
9276,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,25,25,0.7,5,Agriculture,"TopoID verified to be 200291 in GEarth(AS 2020) after it was wrongly labeled 200297, probably conflation of US 1 and Eu 7 ? Beware; Bara:ploughed over"
9277,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,25,25,1.2,5,Agriculture,Over ploughed; Bara:ploughed over
9278,Survey,Burial Mound?,Pasture,Pasture,2010-11-07,30,30,1,5,Agriculture,Over ploughed at some point; Bara:ploughed over at some point
9279,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,40,40,2,5,Agriculture,Over ploughed; Bara:ploughed over
9280,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,30,30,5,2,None,
9281,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,40,40,4,2,Looting,Old RT probably backfilled
9282,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,15,14,0.5,5,Agriculture,Large ditch dug through mound (W-E direction) concrete structure  (well) on top.; Bara:concrete structure
9283,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,40,40,2,5,Agriculture,Over ploughed
9284,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,30,30,1.5,5,Agriculture,Over ploughed; Bara:ploughed over
9285,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-08,30,35,2,5,Agriculture,Over ploughed; Bara:ploughed over
9286,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-08,40,30,7,2,Looting,Geodetic point on top; Bara:geodetic point on top
9287,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-08,30,30,2.5,2,Looting,One fresh TR and one backfilled
9288,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-08,25,25,1,5,Agriculture,RT probably back filled; excavated (bright exposed soil circle visible in 2018)
9289,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-08,20,20,0.5,5,Agriculture,Over ploughed
9290,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-08,20,20,0.8,5,Agriculture,Over ploughed
9291,Legacy verification,Burial Mound,Pasture,Scrub,2010-11-08,35,35,2.5,3,Looting,"SW margin of mound has been duged, old trench"
9292,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,20,15,0.5,5,Agriculture,Over ploughed
9293,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,30,30,1,5,Agriculture,"Over ploughed, dirtroad goin through the middle; Bara:ploughed over"
9300,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-05,40,40,0.4,5,Agriculture,"ploughed over, mediaval scatter around"
9301,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-05,25,25,0.5,5,Agriculture,0
9302,Legacy verification,Burial Mound,NA,NA,2010-11-06,20,10,0.5,5,NA,pipe in the middle of the mound.Piles of stones from the field next to it.
9303,Legacy verification,Extinct Burial Mound,NA,NA,2010-11-06,30,20,1,4,NA,Pile of stones in the middle.roud going throught the mound.
9304,Legacy verification,Extinct Burial Mound,NA,NA,2010-11-06,35,25,1.5,2,NA,part of the mound is cut off by huge pool- used earlier for the rice plantation.
9305,Legacy verification,Burial Mound,NA,NA,2010-11-06,25,25,1.8,3,NA,stones of the top
9306,Legacy verification,Burial Mound,NA,NA,2010-11-06,30,30,2.5,3,NA,0
9307,Legacy verification,Burial Mound,NA,NA,2010-11-06,30,30,3.1,1,NA,scrubs on the top
9308,Legacy verification,Burial Mound,NA,NA,2010-11-06,45,45,4.5,1,NA,bioturbations
9309,Legacy verification,Burial Mound,NA,NA,2010-11-06,50,50,5,2,NA,"old rt's from the south, hard to say how many."
9310,Legacy verification,Burial Mound,NA,NA,2010-11-06,60,60,5,3,NA,"looks like dug out, that was put back.Earth is upside down.Lots of bioturbations. crosscutting trenches visible in sat img."
9311,Legacy verification,Burial Mound,NA,NA,2010-11-06,30,30,3,4,NA,chanel around the mound
9312,Legacy verification,Burial Mound,NA,NA,2010-11-06,40,35,4,3,NA,"lots of scrub on the mound, stones on the top"
9313,Legacy verification,Extinct Burial Mound,NA,NA,2010-11-06,30,30,0.5,5,NA,"Ploughed over, with roud going throught it. (AS20200628 no road in sat img since 2008, note incorrect)"
9314,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,30,30,2,5,Looting,20 m north from the mound a big RT
9315,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,20,20,1,2,Looting,covered by scrub
9316,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,30,30,2,2,Looting,
9317,Survey,Burial Mound,Pasture,Pasture,2010-11-07,20,20,1.5,1,Construction,
9318,Survey,Burial Mound?,Pasture,Pasture,2010-11-07,25,25,0.5,5,Construction (military activity),most probably it is a military trench and no mound
9319,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-07,15,15,1,3,Agriculture,plughed over; Bara:ploughed over
9320,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2010-11-07,30,15,0.5,4,Construction,"concrete pile on the top, surrounded by grass in lozenge; Bara:concrete pole - geodetic point - on the top"
9321,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,40,40,4,3,Looting,most likely a burial chamber uncovered
9322,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,40,40,4,1,Looting,
9323,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,40,40,0.4,5,Agriculture,ploughed over; Bara:ploughed over
9324,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,40,40,1.8,3,Agriculture,ploughed over
9325,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2010-11-08,10,10,0.5,5,Looting,"absolutelly diged out, nearby landfill"
9326,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-08,25,25,3,1,Looting,
9332,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-11,40,40,4,5,Looting,0
9334,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-11,40,20,1.9,4,Agriculture,"pottery scatter around, duplicate TRAP codes; Bara:pottery scatter situated 200 meters E of the mound"
9335,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-11,20,25,1,5,Agriculture,0
9336,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-11,30,40,0.8,5,Agriculture,
9337,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-11,40,30,0.5,5,Agriculture,0
9340,Legacy verification,Burial Mound,Forest,Scrub,2010-11-11,20,20,1,5,Bioturbation (forest),"all the soil mixed up, without any special shape, pile of soil in the E part"
9341,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-11,40,40,4,4,Looting,soil mixed up
9342,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,40,30,1.7,4,Agriculture,"medieval pottery around but doesn't seem to be from the mound (CW,…); Bara:ploughed over at some point, in the steep slope"
9343,Survey,Burial Mound,Pasture,Pasture,2010-11-12,30,30,1.5,4,Agriculture,0; Bara:ploughed over at some point
9344,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,30,30,1.5,2,Looting,0
9345,Survey,Burial Mound,Pasture,Pasture,2010-11-12,10,10,1.5,4,Looting,0; Bara:on the top of the hill
9346,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,40,50,2,3,Agriculture,small fragments of pottery around; Bara:soil mark on the top
9347,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,40,40,2.5,1,None,"white surface, looks like mortar; Bara:road leading SE of the mound"
9348,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,30,30,1.7,1,None,0
9349,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,40,40,2.5,2,Looting,"stones on the top, probably from the trench; Bara:kota taken away by looting"
9350,Survey,Burial Mound,Pasture,Pasture/Scrub,2010-11-12,35,35,4.5,4,Looting,"pedoturbation from all sides, partially taken"
9351,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-12,40,50,3,2,Looting,RT around all the Southern part of the mound
9352,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,30,35,1.5,5,Agriculture,"soil marks on the surface, lighter spot; Bara:soil mark on the top"
9353,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-12,15,15,0,5,Agriculture,"whitegray spot on the surface, small stones in; Bara:soil mark on the top"
9354,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-12,20,10,0,5,Agriculture,"whitegray spot on the surface, small stones in; Bara:soil mark on the top"
9355,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,30,25,1,4,Agriculture,0; Bara:geodetic point on top
9356,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-12,20,30,0.5,4,Agriculture,0; Bara:geodetic point on top
9357,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-17,40,40,1,5,Excavation,excavated by D. Agre?? Soil totally moved before 2009; near 6011 (2009 duplicated survey mound site!); Bara:Already excavated?
9358,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-17,35,35,2,4,Looting,"dupliate with 8030, photo at 8030"
9359,Legacy verification,Burial Mound,Annual agriculture,Pasture/Scrub,2010-11-17,30,30,2,2,Looting,next to road; 50:50 annual / pasture
9360,Legacy verification,Burial Mound,Pasture,Scrub,2010-11-17,70,70,14,4,Excavation,"cut in half, in military area, awesome stratigraphy, 50% mound missing. CRM changed to 4 from 5; Bara:excavated by archaeologists?"
9362,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,40,40,2.5,5,Excavation,"human bones around; Bara:excavated by Daniela Agre, bones still sticking out of the profile"
9361,Survey,Burial Mound,Pasture,Pasture,2010-11-17,35,25,2,4,Looting,number was 9362 originally (duplicate) until field forms revealed that 9361 was correct here
9363,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,25,25,1.5,1,None,0
9364,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,35,35,2,1,None,0
9365,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-18,30,30,2.5,5,Looting,possibly used for military activities
9366,Survey,Burial Mound,Pasture,Pasture,2010-11-18,25,25,1,1,None,0
9367,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,35,1,2,Agriculture,geodetic point on top
9368,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-18,25,20,0.5,2,Agriculture,0
9369,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,35,1,3,Agriculture,0
9370,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,40,1.6,2,Agriculture,0
9371,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-18,40,30,2,1,None,0
9372,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2010-11-18,30,30,0.5,5,unspecified,0
9373,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,30,30,1,4,Agriculture,0
9374,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-18,35,35,3,3,Looting,0
9375,Legacy verification,Burial Mound,Annual agriculture,Pasture/Scrub,2010-11-18,30,30,2,5,Looting,messed up
9376,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-18,20,20,0.5,5,Agriculture,0
9377,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,40,40,0.5,2,Agriculture,0; Bara:geodetic point on top
9378,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-18,30,30,0.5,1,None,0
9379,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,25,1.5,1,Agriculture,0
9380,Survey,Burial Mound,Pasture,Pasture/Scrub,2010-11-18,30,30,4,1,Looting,0
9381,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-18,45,45,5,1,Bioturbation,pedoturbation on the top
9382,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-18,50,50,6,1,Looting,pedoturbation
9383,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,30,30,1.5,2,Agriculture,0
9385,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-18,40,40,2,1,Looting,next to waterhouse; Bara:next to a waterhouse
9386,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,20,25,1,2,Agriculture,0
9387,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-18,25,20,1.7,1,Looting,0
9388,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,40,40,0.5,5,Agriculture,ploughed over
9452,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-18,25,25,1.7,1,None,0
9389,Survey,Burial Mound,NA,NA,2010-11-18,15,15,1.5,5,NA,0
9390,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-18,35,35,1,5,Agriculture,0
9391,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2010-11-18,20,15,0.5,5,Agriculture,0
9392,Survey,Burial Mound,Pasture,Pasture,2010-11-18,15,15,1,1,Agriculture,0
9400,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,25,25,1.5,5,Agriculture,ploughed over
9401,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,30,30,1,5,Agriculture,ploughed over
9402,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,35,35,1.5,5,Agriculture,ploughed over
9403,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,20,25,1.7,5,Agriculture,ploughed over
9404,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-06,20,20,1.5,4,Looting,modern structure - tap surrounded by lozenge; Bara:some strange concrete structure on the top
9405,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,25,25,1,5,Agriculture,"destroyed by agriculture, soil marks; Bara:soil mark on the top"
9406,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-06,50,30,1.5,5,Agriculture,"destroyed by agriculture, 2 waves - but one mound; Bara:ploughed over"
9407,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-06,35,20,2,5,Construction,"moder constructure - square, pedoturbace; Bara:possibly used for military activities"
9409,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-11-07,30,30,2,2,Agriculture,bioturbation
9410,Survey,Burial Mound,Pasture,Pasture,2010-11-07,10,25,3.5,5,Looting,old cut from both sides (W and E)
9411,Survey,Burial Mound,Nodata,Nodata,2010-11-07,15,15,1.5,2,Nodata,
9412,Survey,Burial Mound,Nodata,Nodata,2010-11-07,25,25,3.5,2,Nodata,big modern structure on the top
9413,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,20,20,3,1,None,
9414,Survey,Burial Mound,Pasture,Pasture,2010-11-07,15,15,1,1,None,
9415,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,25,25,1,5,Agriculture,ploughed over
9416,Legacy verification,Burial Mound,Annual agriculture,Annual/Pasture,2010-11-07,20,20,2,3,Agriculture,part of the north  slope was ploughted
9417,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,15,15,2,4,Looting,"S part was mainly ploughted, 50 % of the mound was destroyed"
9418,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-07,50,50,6,2,Looting,"S-N trench with tube, 2 m near mound"
9419,Legacy verification,Burial Mound,Nodata,Nodata,2010-11-07,25,25,4.5,2,Nodata,N-W from th mound was found mill stone. S-E slope of the mound was pedoturbation
9420,Legacy verification,Burial Mound,Nodata,Nodata,2010-11-07,30,30,3.5,1,Nodata,
9421,Survey,Burial Mound,Pasture,Pasture,2010-11-07,15,15,1,1,None,
9422,Survey,Burial Mound?,Pasture,Pasture,2010-11-07,15,15,1,1,Looting,
9423,Legacy verification,Burial Mound,Nodata,Nodata,2010-11-07,60,60,12,1,Nodata,
9424,Survey,Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,10,10,NA,5,Nodata,"totally ploughted, just lighter spot on a field"
9425,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,20,20,0.5,5,Agriculture,"totally ploughted, just lighter spot on a field; Bara:soil mark on the top"
9426,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-07,40,40,0.7,5,Agriculture,agriculture destroyed
9427,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,23,23,NA,6,Agriculture,ploughed over
9428,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-11-08,NA,NA,NA,6,Agriculture,ploughed over
9430,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-10,10,10,NA,5,Looting,"one  big trench 9x6, totally destroyed, check excavation report"
9431,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-10,20,20,2,5,Looting,one big trench  10x10
9432,Legacy verification,Burial Mound,NA,NA,2010-11-10,30,30,2.5,1,NA,
9433,Survey,Burial Mound,NA,NA,2010-11-10,30,30,3.5,2,NA,on the top one big trench
9434,Legacy verification,Burial Mound,NA,NA,2010-11-10,25,20,1.5,5,NA,agriculture distructed
9435,Legacy verification,Extinct Burial Mound,NA,NA,2010-11-10,40,40,1,5,NA,"ploughed over,  AC scatter"
9436,Legacy verification,Burial Mound,NA,NA,2010-11-10,40,40,4,3,NA,
9437,Legacy verification,Burial Mound,NA,NA,2010-11-10,40,40,1.7,2,NA,0
9438,Legacy verification,Extinct Burial Mound,NA,NA,2010-11-10,10,10,0.1,5,NA,totally ploughed
9440,Legacy verification,Burial Mound,NA,NA,2010-11-12,50,50,5,1,NA,near mound was roman pottery
9442,Legacy verification,Burial Mound,Forest,Scrub,2010-11-17,40,40,1.5,2,Looting,Geodetic point on top
