TRAP,createdBy,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
9588,Vera Dolezalkova,2017-09-15,Burial Mound,"grassland,grassland,photo # 4-8",Legacy verification,NA,Pasture,Pasture,42.31630191,26.61322669,4684968.259,468127.4504,3,South,7,45,NA,40,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,NA,3 - impaired,Looting,Unknown,"[01, oval, 3.5, 3,1; 02, oval, 3.5, 3, 1; 03, rectangular, 3, 2.5, 0.8; 04, oval, 4, 3.5, 1, all RT shallow]",NA,files/app/02e80851-60e8-41a2-9758-f4143fe043b0_image-1505455104333.original.jpg - files/app/13258484-7a53-4df8-a52e-34ab275c37c2_image-1505455795117.original.jpg - files/app/2c76a282-33fb-4d56-863f-8c54b6eeefba_image-1505455484105.original.jpg - files/app/8b1fd9d7-3f3a-4fce-9289-d6a6438c871f_image-1505455282631.original.jpg - files/app/ccaeb144-e170-4863-bef5-c90487321ef8_image-1505455369937.original.jpg,POINT(468127.450421 4684968.258547)
8387,Adela Sobotkova,2017-09-15,Burial Mound,#329,Legacy verification,mound with geodetic matker,Annual agriculture,Scrub,42.37069033,26.68817614,4690981.965,474325.9007,3,West,2.8,33,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Unknown,"01,round,4,1.7,older than 5 years overgrown",NA,files/app/4d87cdbe-a6b4-4b15-9725-c17abd17b02e_image-1505455508960.original.jpg,POINT(474325.900682 4690981.965327)
8157,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,NA,Annual agriculture,Annual agriculture,42.37328677,26.69571289,4691268.015,474947.473,3,Northwest,0.8,40,NA,50,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,NA,NA,NA,POINT(474947.473013 4691268.014998)
8388,Adela Sobotkova,2017-09-15,Uncertain Mound,#330,Legacy verification,"uncertain small mound, light brown soilmark next to 8387 and 8389",Annual agriculture,Annual agriculture,42.36998376,26.68746995,4690903.723,474267.4673,3,Southwest,0.4,15,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(474267.467296 4690903.723142)
9589,Vera Dolezalkova,2017-09-15,Burial Mound,"grassland,grassland,photo #9",Legacy verification,NA,Pasture,Pasture,42.31521899,26.61229091,4684848.368,468049.7878,3,Southwest,1,15,NA,13,NA,NA,NA,No,NA,NA,2 - minor damage,,Post-depositional,NA,3 - impaired,Unknown,Unknown,NA,NA,NA,POINT(468049.787759 4684848.367988)
8389,Adela Sobotkova,2017-09-15,Burial Mound,"#331,333",Legacy verification,mound and soilmark,Annual agriculture,Annual agriculture,42.37009877,26.68690912,4690916.664,474221.3384,3,West,1,28,0.8,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,"animal burrow in the centre showing 20 cm cultural layer, and 20 cm of limestone bedrock",files/app/8f7e3442-9bb2-4a06-84ef-1ed2dba8f916_image-1505456300123.original.jpg,POINT(474221.338445 4690916.663801)
9590,Vera Dolezalkova,2017-09-15,Burial Mound,"grassland,grassland,photo #10",Legacy verification,NA,Pasture,Pasture,42.31461665,26.61197769,4684781.604,468023.6714,3,South,1.5,19,NA,18,NA,NA,NA,No,NA,NA,2 - minor damage,,Post-depositional,NA,3 - impaired,Unknown,Unknown,NA,NA,NA,POINT(468023.671395 4684781.604499)
8390,Adela Sobotkova,2017-09-15,Burial Mound,"explain in notes (dirt road,#334",Legacy verification,NA,Annual agriculture,Other,42.37046618,26.68530493,4690957.947,474089.406,3,Northeast,0.8,32,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Road cut,agriculture,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(474089.405998 4690957.947345)
8391,Adela Sobotkova,2017-09-15,Burial Mound,#337,Legacy verification,NA,Annual agriculture,Annual agriculture,42.37002416,26.6842255,4690909.196,474000.3485,3,Northeast,1.5,35,NA,NA,NA,Loose artefacts,red fw medium thick walled pottery,No,NA,NA,3 - damaged,,Agriculture,NA,2 - good,Agriculture,Last month,NA,NA,NA,POINT(474000.34847 4690909.195911)
9591,Vera Dolezalkova,2017-09-15,Burial Mound,photo 11,Legacy verification,NA,Annual agriculture,Annual agriculture,42.3087997,26.60858275,4684136.999,467740.9289,3,East,1.5,20,NA,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467740.928942 4684136.999067)
8158,Bara Weissova,2017-09-15,Burial Mound,"grassland,grassland",Legacy verification,NA,Pasture,Pasture,42.40829294,26.76341679,4695137.247,480532.486,3,Northwest,1,35,NA,30,NA,NA,NA,No,NA,NA,1 - pristine,,No observation,NA,1 - full,No observation,Not relevant,NA,NA,NA,POINT(480532.486032 4695137.247436)
9592,Vera Dolezalkova,2017-09-15,Burial Mound,photo 12,Legacy verification,NA,Annual agriculture,Annual agriculture,42.30630193,26.60856135,4683859.668,467737.8901,3,South,1.1,18,NA,18,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467737.890101 4683859.667948)
9593,Vera Dolezalkova,2017-09-15,Burial Mound,"photo 13, white limestones scattered around the top of the mound",Legacy verification,NA,Annual agriculture,Annual agriculture,42.30544709,26.60860502,4683764.734,467741.0527,3,South,0.9,16,NA,16,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(467741.052669 4683764.733836)
8392,Adela Sobotkova,2017-09-15,Burial Mound,"explain in notes (water canal and field division,local maximum,#340-341",Legacy verification,mound is cut by the canal,Annual agriculture,Other,42.36872282,26.67250379,4690768.352,473034.6708,3,North,1.2,35,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Construction,"canal construction, agriculture",4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(473034.670826 4690768.351956)
9594,Vera Dolezalkova,2017-09-15,Burial Mound,photo 14,Legacy verification,NA,Annual agriculture,Annual agriculture,42.30514667,26.60872436,4683731.331,467750.7356,3,South,0.9,17,NA,17,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467750.735617 4683731.330786)
9595,Vera Dolezalkova,2017-09-15,Burial Mound,photo 15,Legacy verification,NA,Annual agriculture,Annual agriculture,42.30512701,26.60828547,4683729.315,467714.5513,3,West,0.8,14,NA,14,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467714.551263 4683729.314612)
9596,Vera Dolezalkova,2017-09-15,Burial Mound,photo 16,Legacy verification,NA,Annual agriculture,Annual agriculture,42.30454224,26.6079904,4683664.496,467689.9327,3,South,0.9,17,NA,17,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467689.932668 4683664.496323)
8393,Adela Sobotkova,2017-09-15,Burial Mound,"explain in notes (same as before,#342-343",Legacy verification,canal going through,Annual agriculture,Other,42.36299756,26.6664066,4690134.593,472530.1468,3,West,1.2,30,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Construction,agriculture,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(472530.146829 4690134.593372)
8159,Bara Weissova,2017-09-15,Burial Mound,grassland,Legacy verification,NA,Annual agriculture,Pasture,42.37047526,26.73536244,4690944.913,478210.9253,3,Southwest,2.5,35,NA,25,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,animal activity,3 - impaired,Animal activity,Last month,"01,irregular, 30,10, 3, machine excavation with soil dumped next to mound; 02, square, 2, 2, 1, manual excavation",NA,files/app/21618e54-8eca-46c3-b6df-632e8ba2b0d3_image-1505460388347.original.jpg - files/app/b8527e18-f4a0-4422-b9f6-5bb9fe2ba148_image-1505460558978.original.jpg,POINT(478210.925311 4690944.913238)
9597,Vera Dolezalkova,2017-09-15,Burial Mound,photo #17,Legacy verification,NA,Annual agriculture,Annual agriculture,42.31258668,26.61059394,4684556.727,467908.6074,3,South,3.5,24,NA,24,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467908.607428 4684556.726559)
8394,Adela Sobotkova,2017-09-15,Extinct Burial Mound,#344,Legacy verification,south of canal,Annual agriculture,Annual agriculture,42.36200194,26.66481155,4690024.559,472398.3653,3,West,0.3,30,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(472398.365331 4690024.559482)
9598,Vera Dolezalkova,2017-09-15,Burial Mound,photo 18,Legacy verification,NA,Annual agriculture,Annual agriculture,42.31339616,26.60663614,4684648.107,467582.8554,3,Northeast,1.6,19,NA,18,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467582.855421 4684648.10733)
8395,Adela Sobotkova,2017-09-15,Burial Mound,"#346-347,large ploughed up mound, was 3 m tall on the map",Legacy verification,NA,Annual agriculture,Annual agriculture,42.3574834,26.65786765,4689525.116,471824.54,3,West,2.5,40,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,1 - full,Agriculture,Last week,NA,tractor is going around it as we register the mound,NA,POINT(471824.540001 4689525.115943)
9599,Vera Dolezalkova,2017-09-15,Burial Mound,,Legacy verification,NA,Annual agriculture,Annual agriculture,42.31368084,26.60582017,4684680.028,467515.7576,3,Northeast,5,29,NA,29,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"[01,irregular, 6,3,1.5,brush in the circle around the mound]",NA,files/app/3f96dd22-8d52-4d43-bb18-f43d7b92295d_image-1505461417963.original.jpg - files/app/6f810dc7-7e67-4c7a-8866-dd8a47ceb7fa_image-1505461458066.original.jpg,POINT(467515.75758 4684680.028279)
8396,Adela Sobotkova,2017-09-15,Extinct Burial Mound,#348,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35176889,26.65653932,4688891.042,471712.5856,3,East,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last week,NA,NA,NA,POINT(471712.585563 4688891.041811)
8160,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,NA,Annual agriculture,Scrub,42.37600317,26.71720424,4691563.525,476717.9008,3,Northwest,3.5,40,NA,40,NA,NA,NA,No,NA,NA,2 - minor damage,,Animal activity,NA,2 - good,Animal activity,Last month,NA,one animal hole. otherwise no signs of damage.,NA,POINT(476717.900849 4691563.524562)
9600,Vera Dolezalkova,2017-09-15,Burial Mound,"grassland,grassland,photo #22",Legacy verification,NA,Pasture,Pasture,42.31779588,26.60226921,4685138.304,467225.2586,3,West,1.6,17,NA,17,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last year,NA,NA,NA,POINT(467225.258619 4685138.303699)
8397,Adela Sobotkova,2017-09-15,Burial Mound,#349-350,Legacy verification,geodetic marker on top,Annual agriculture,Annual agriculture,42.34609813,26.65351338,4688262.394,471460.8043,3,Southwest,2.3,40,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,2 - good,Agriculture,Last week,NA,NA,NA,POINT(471460.804264 4688262.394331)
9601,Vera Dolezalkova,2017-09-15,Burial Mound,"grassland,photo #23-24",Legacy verification,NA,Annual agriculture,Pasture,42.3197574,26.5982538,4685357.657,466895.3991,3,West,3.5,24,NA,20,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,animal activity,3 - impaired,Animal activity,Unknown,"[01, oval, 3, 2.5, 0.5, north half of mound]",NA,files/app/a33d059d-6c05-4f7c-9f34-22932c1a0e07_image-1505463742093.original.jpg,POINT(466895.399139 4685357.656734)
8161,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,so overgrown with scrub we can''t go on top,Annual agriculture,Scrub,42.37449717,26.72053662,4691395.397,476991.7006,3,Southeast,2,50,NA,45,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(476991.700618 4691395.396565)
9602,Vera Dolezalkova,2017-09-15,Burial Mound,photo #25,Legacy verification,NA,Annual agriculture,Annual agriculture,42.31980835,26.59878163,4685363.109,466938.9204,3,North,0.4,15,NA,15,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(466938.920393 4685363.108625)
9603,Vera Dolezalkova,2017-09-15,Burial Mound,photo #26,Legacy verification,NA,Annual agriculture,Annual agriculture,42.31951511,26.59983176,4685330.141,467025.2994,3,East,0.4,15,NA,15,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467025.299428 4685330.141238)
8398,Adela Sobotkova,2017-09-15,Burial Mound,#351-352,Legacy verification,concrete marker on top,Annual agriculture,Scrub,42.34853821,26.64759704,4688535.333,470974.6124,3,West,1.7,27,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last week,NA,NA,NA,POINT(470974.61244 4688535.332572)
8399,Adela Sobotkova,2017-09-15,Burial Mound,"ridge,#353",Legacy verification,grey soilmark over low mound,Annual agriculture,Annual agriculture,42.34828452,26.64679311,4688507.439,470908.2799,3,West,1.4,25,NA,NA,NA,Loose artefacts,few very abraded red fw fragments and a handle,No,NA,NA,4 - seriously damaged,,Agriculture,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(470908.279946 4688507.438951)
8162,Bara Weissova,2017-09-15,Burial Mound,,Survey,on the top a rectangular grave,Annual agriculture,Annual agriculture,42.36930615,26.71274814,4690821.143,476348.5253,3,West,0.8,60,NA,50,NA,Other,rectangular grave from stone slabs on top,No,NA,files/app/2488f506-b8a2-4b83-8508-37ac316ba0c4_image-1505465468348.original.jpg - files/app/2b14e8e0-ec92-48fd-bcdc-5f319bcde18b_image-1505465493760.original.jpg,4 - seriously damaged,,Looting,agriculture,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(476348.525262 4690821.142819)
8400,Adela Sobotkova,2017-09-15,Burial Mound,#354-355,Legacy verification,mound marked as 2 m tall,Annual agriculture,Annual agriculture,42.34735609,26.6436895,4688405.416,470652.2205,3,Southwest,2,34,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(470652.220456 4688405.416363)
9604,Vera Dolezalkova,2017-09-15,Burial Mound,photo 27,Legacy verification,NA,Annual agriculture,Annual agriculture,42.32097905,26.61122887,4685488.337,467965.1899,3,West,1.6,19,NA,19,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,4 - minimal,Agriculture,Last week,NA,NA,NA,POINT(467965.189892 4685488.337066)
9605,Vera Dolezalkova,2017-09-15,Burial Mound,photo28,Legacy verification,NA,Annual agriculture,Annual agriculture,42.33109308,26.61552894,4686609.742,468324.5912,3,North,1.5,19,NA,15,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(468324.591161 4686609.742444)
9606,Vera Dolezalkova,2017-09-15,Burial Mound,"grassland,photo29",Legacy verification,NA,Annual agriculture,Pasture,42.3337217,26.61316695,4686902.495,468131.3204,3,North,1.9,20,NA,18,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(468131.320443 4686902.495262)
9607,Vera Dolezalkova,2017-09-15,Burial Mound,photo31,Legacy verification,NA,Annual agriculture,Annual agriculture,42.33596104,26.61055881,4687152.122,467917.5906,3,North,0.8,20,NA,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467917.590624 4687152.121998)
9608,Vera Dolezalkova,2017-09-15,Burial Mound,"photo 32-33, white limestone spread all over,",Legacy verification,NA,Annual agriculture,Annual agriculture,42.33652139,26.61004075,4687214.536,467875.1977,3,West,2,26,NA,24,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Last year,"[01,irregular,4,3,1.2,white limestone all around rt]",NA,files/app/e74b50b5-e307-41a4-8397-43f422fa7f32_image-1505468952923.original.jpg,POINT(467875.197677 4687214.535885)
8401,Adela Sobotkova,2017-09-15,Burial Mound,#358-359,Legacy verification,no geodetic marker,Annual agriculture,Annual agriculture,42.33599817,26.64388289,4687144.215,470662.8702,3,Southeast,0.8,30,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last week,NA,NA,NA,POINT(470662.870212 4687144.215145)
9609,Vera Dolezalkova,2017-09-15,Burial Mound,grassland,Legacy verification,NA,Annual agriculture,Pasture,42.33625845,26.61084262,4687185.037,467941.1219,3,Southeast,2,25,NA,22,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"[01,circular, 2,2,1.6]",NA,files/app/e2d86ed5-27a5-43ba-9efc-dcb9b458790d_image-1505469336102.original.jpg,POINT(467941.121852 4687185.037208)
8163,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35961469,26.70182631,4689748.137,475445.4795,3,Northwest,0.5,60,NA,55,NA,NA,"1 body sherd, most likely Roman",No,Roman,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(475445.479473 4689748.137229)
9610,Vera Dolezalkova,2017-09-15,Burial Mound,"photo36, white crumbled limestone spread all over the mound",Legacy verification,NA,Annual agriculture,Annual agriculture,42.3361807,26.61131392,4687176.228,467979.90870000003,3,East,1.4,18,NA,17,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467979.908705 4687176.227636)
9611,Vera Dolezalkova,2017-09-15,Burial Mound,grassland,Legacy verification,NA,Annual agriculture,Pasture,42.33686453,26.61085046,4687252.331,467942.076,3,East,2.8,27,NA,25,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"[01,irregular,6,3,1.2]",NA,files/app/3bff22ec-42c7-4c2e-9ecc-7c8daad9ad20_image-1505469751762.original.jpg,POINT(467942.075965 4687252.33118)
9612,Vera Dolezalkova,2017-09-15,Burial Mound,grassland,Legacy verification,NA,Annual agriculture,Pasture,42.33723779,26.61091894,4687293.751,467947.9068,3,West,2,23,NA,22,NA,Artefact scatter,white limestone crumbled stones,No,NA,NA,4 - seriously damaged,,Looting,NA,3 - impaired,Looting,Unknown,"[01,circular,2,2,1.3,circular rt on the top in the centre]",NA,files/app/f8f08280-a2d0-4fde-bbe0-1b49dba5556a_image-1505470107462.original.jpg,POINT(467947.906849 4687293.750889)
9613,Vera Dolezalkova,2017-09-15,Burial Mound,grassland,Legacy verification,NA,Annual agriculture,Pasture,42.3374745,26.61115153,4687319.947,467967.1875,3,South,2.1,25,NA,23,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Unknown,NA,NA,NA,POINT(467967.187477 4687319.946568)
8165,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,very shallow RTs that do not damage the mound on top.,Annual agriculture,Scrub,42.35268841,26.7077687,4688977.372,475932.1906,3,West,4.5,50,NA,50,NA,Loose artefacts,material may not be from this mound as the mound is not too disrupted. potential extinct mound next to this one?,No,Roman,files/app/e0b4b96b-2751-4e55-8150-d56e96b6a2d4_image-1505471535071.original.jpg,2 - minor damage,,Animal activity,NA,1 - full,Animal activity,Last year,NA,NA,NA,POINT(475932.190649 4688977.372107)
8166,Bara Weissova,2017-09-15,Surface Scatter,,Survey,NA,Annual agriculture,Annual agriculture,42.35249345,26.70805699,4688955.643,475955.8599,3,Northwest,0,0,NA,0,NA,Artefact scatter,Roman pottery,No,Roman,files/app/3415830a-b7f8-4118-8383-8474651eec51_image-1505471887535.original.jpg - files/app/f6eec8f9-4b0b-405c-803c-c365000b3299_image-1505472000135.original.jpg,0 - No observation,,Agriculture,NA,Other,Agriculture,Last month,NA,NA,NA,POINT(475955.859897 4688955.643042)
8167,Bara Weissova,2017-09-15,Burial Mound,"grassland,grassland",Legacy verification,NA,Pasture,Pasture,42.35265752,26.69371402,4688978.016,474774.6515,3,North,2,40,NA,40,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last year,NA,NA,NA,POINT(474774.651533 4688978.015829)
8168,Bara Weissova,2017-09-15,Burial Mound,look at satellite,Legacy verification,NA,Annual agriculture,Scrub,42.35318871,26.69436062,4689036.805,474828.1169,3,West,5,60,NA,50,NA,NA,NA,No,NA,NA,2 - minor damage,,Animal activity,NA,1 - full,Animal activity,Last month,NA,3 animal holes around top,NA,POINT(474828.116895 4689036.805401)
8169,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35360834,26.69529276,4689083.123,474905.0526,3,South,2.5,60,NA,60,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,1 - full,Agriculture,Last year,NA,NA,NA,POINT(474905.05259 4689083.123248)
8170,Bara Weissova,2017-09-15,Burial Mound,,Legacy verification,NA,Annual agriculture,Annual agriculture,42.3429547,26.69110208,4687901.433,474555.6219,3,Northeast,0.4,45,NA,40,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,NA,NA,NA,POINT(474555.621896 4687901.433237)
9614,Vera Dolezalkova,2017-09-18,Burial Mound,"grassland,grassland",Legacy verification,NA,Pasture,Pasture,42.36666778,26.25327912,4690758.237,438514.482,3,Southeast,1.7,18,NA,14,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01,circular, 3.5,3,1.5, filled with brown rocks]",NA,files/app/f9452550-b038-4f3b-a6c3-c304e0327a5c_image-1505708142675.original.jpg,POINT(438514.481987 4690758.237284)
