"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"1160",8718,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"12",NA,"1.2","5 - extinct or near extinct","Looting"
"1161",8719,"Survey","Burial Mound","Pasture","Pasture",2018-09-28,"8",NA,"1","2 - minor damage","Anthropogenic"
"1162",9735,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-28,"50",NA,"1","4 - seriously damaged","Construction"
"1163",8720,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"30",NA,"8","2 - minor damage","Construction"
"1164",9736,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"30",NA,"1","4 - seriously damaged","Looting"
"1165",8721,"Survey","Extinct Burial Mound","Pasture","Scrub",2018-09-28,"35",NA,"2.5","4 - seriously damaged","Construction"
"1166",8722,"Survey","Extinct Burial Mound","Pasture","Pasture",2018-09-28,"11",NA,"1","3 - damaged","Construction"
"1167",9737,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-28,"40",NA,"1","4 - seriously damaged","Anthropogenic"
"1168",8723,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"35",NA,"3.5","3 - damaged","Looting"
"1169",8724,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-28,"0",NA,"0","5 - extinct or near extinct","No observation"
"1170",8725,"Survey","Other","Pasture","Pasture",2018-09-28,"15",NA,"2","0 - No observation","No observation"
"1171",8726,"Survey","Other","Pasture","Pasture",2018-09-28,"12",NA,"1","0 - No observation","Construction"
"1172",8727,"Legacy verification","Burial Mound","Pasture","Other",2018-09-28,"16",NA,"2.2","4 - seriously damaged","Looting"
"1173",8728,"Survey","Burial Mound","Pasture","Other",2018-09-28,"18",NA,"1.8","2 - minor damage","Looting"
"1174",8729,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-28,"30",NA,"2.4","2 - minor damage","Agriculture"
"1175",8730,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"25",NA,"3","2 - minor damage","Other"
"1176",8731,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-28,"30",NA,"3.5","3 - damaged","Looting"
"1177",8732,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-28,"200",NA,"0","2 - minor damage","No observation"
