identifier,uuid.x,createdBy,Date,Type,Type_Adela,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseOnTopOfMound,Prominence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,Notes,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn,uuid.y
9588,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Pasture (grassland),Pasture (grassland),Lower slope,42.31630191,26.61322669,4684968.259,468127.4504,3,95,NA,South,photo # 4-8,files/app/0e325680-d5ea-424b-8611-1a6a84e8b2d3_image-1505455699384.original.jpg,7,45,NA,40,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Looting,NA,3 - impaired,Looting,Unknown,"[01, oval, 3.5, 3,1; 02, oval, 3.5, 3, 1; 03, rectangular, 3, 2.5, 0.8; 04, oval, 4, 3.5, 1, all RT shallow]",NA,files/app/02e80851-60e8-41a2-9758-f4143fe043b0_image-1505455104333.original.jpg - files/app/13258484-7a53-4df8-a52e-34ab275c37c2_image-1505455795117.original.jpg - files/app/2c76a282-33fb-4d56-863f-8c54b6eeefba_image-1505455484105.original.jpg - files/app/8b1fd9d7-3f3a-4fce-9289-d6a6438c871f_image-1505455282631.original.jpg - files/app/ccaeb144-e170-4863-bef5-c90487321ef8_image-1505455369937.original.jpg,POINT(468127.450421 4684968.258547),10000315054499998e17
9589,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Pasture (grassland),Pasture (grassland),Lower slope,42.31521899,26.61229091,4684848.368,468049.7878,3,96,NA,Southwest,photo #9,files/app/c433177a-8603-492f-b3e1-3a3ac605e12f_image-1505456156088.original.jpg,1,15,NA,13,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Post-depositional,NA,3 - impaired,Unknown,Unknown,NA,NA,NA,POINT(468049.787759 4684848.367988),10000315054599998e17
9590,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Pasture (grassland),Pasture (grassland),Lower slope,42.31461665,26.61197769,4684781.604,468023.6714,3,97,NA,South,photo #10,files/app/e66659c2-88e2-4dc2-bdd8-4a65e8e082ea_image-1505456415441.original.jpg,1.5,19,NA,18,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Post-depositional,NA,3 - impaired,Unknown,Unknown,NA,NA,NA,POINT(468023.671395 4684781.604499),10000315054599998e17
9591,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Upper slope,42.3087997,26.60858275,4684136.999,467740.9289,3,98,NA,East,photo 11,files/app/e0a80319-806a-4844-90e3-3a8c218d97bb_image-1505457685430.original.jpg,1.5,20,NA,20,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467740.928942 4684136.999067),10000315054599998e17
9592,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Upper slope,42.30630193,26.60856135,4683859.668,467737.8901,3,99,NA,South,photo 12,files/app/01ab0feb-697b-4ea5-9a4f-fb2859ee3279_image-1505458102466.original.jpg,1.1,18,NA,18,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467737.890101 4683859.667948),10000315054599998e17
9593,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Lower slope,42.30544709,26.60860502,4683764.734,467741.0527,3,100,NA,South,"photo 13, white limestones scattered around the top of the mound",files/app/b9f204dc-481e-4ff5-bfa8-fafd4f6c2a85_image-1505458473621.original.jpg,0.9,16,NA,16,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(467741.052669 4683764.733836),10000315054599998e17
9594,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Lower slope,42.30514667,26.60872436,4683731.331,467750.7356,3,101,NA,South,photo 14,files/app/4b935be7-9d7d-4d7d-8c37-1d125fd4dac6_image-1505458662101.original.jpg,0.9,17,NA,17,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467750.735617 4683731.330786),10000315054599998e17
9595,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Lower slope,42.30512701,26.60828547,4683729.315,467714.5513,3,102,NA,West,photo 15,files/app/a29136c1-5cb4-414a-b2dd-d72164fb4962_image-1505458829447.original.jpg,0.8,14,NA,14,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467714.551263 4683729.314612),10000315054599998e17
9596,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Lower slope,42.30454224,26.6079904,4683664.496,467689.9327,3,103,NA,South,photo 16,files/app/ac4ad0d1-4432-4f68-a2b2-323addd722e9_image-1505458984769.original.jpg,0.9,17,NA,17,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467689.932668 4683664.496323),10000315054599998e17
9597,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Upper slope,42.31258668,26.61059394,4684556.727,467908.6074,3,104,NA,South,photo #17,files/app/6a235d48-e05f-469f-b703-de15fe51ddcf_image-1505460494100.original.jpg,3.5,24,NA,24,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467908.607428 4684556.726559),10000315054599998e17
9598,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Lower slope,42.31339616,26.60663614,4684648.107,467582.8554,3,105,NA,Northeast,photo 18,files/app/fa537e9b-89b6-44b0-9661-ea239f1e649d_image-1505461033101.original.jpg,1.6,19,NA,18,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467582.855421 4684648.10733),10000315054599998e17
9599,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Lower slope,42.31368084,26.60582017,4684680.028,467515.7576,3,106,NA,Northeast,NA,files/app/97bfdf26-6e4f-4c25-8142-0b50fd283f41_image-1505461650221.original.jpg,5,29,NA,29,NA,NA,NA,NA,No,NA,NA,3 - damaged,Looting,NA,3 - impaired,Looting,Unknown,"[01,irregular, 6,3,1.5,brush in the circle around the mound]",NA,files/app/3f96dd22-8d52-4d43-bb18-f43d7b92295d_image-1505461417963.original.jpg - files/app/6f810dc7-7e67-4c7a-8866-dd8a47ceb7fa_image-1505461458066.original.jpg,POINT(467515.75758 4684680.028279),10000315054599998e17
9600,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.31779588,26.60226921,4685138.304,467225.2586,3,107,NA,West,photo #22,files/app/4a39df0e-d62a-4052-99f2-9f2994b10bac_image-1505463043836.original.jpg,1.6,17,NA,17,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,3 - impaired,Agriculture,Last year,NA,NA,NA,POINT(467225.258619 4685138.303699),10000315054599998e17
9601,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.3197574,26.5982538,4685357.657,466895.3991,3,108,NA,West,photo #23-24,files/app/a4bce1b9-548e-4b83-85d8-f63eabaa991c_image-1505463954839.original.jpg,3.5,24,NA,20,NA,NA,NA,NA,No,NA,NA,3 - damaged,Looting,animal activity,3 - impaired,Animal activity,Unknown,"[01, oval, 3, 2.5, 0.5, north half of mound]",NA,files/app/a33d059d-6c05-4f7c-9f34-22932c1a0e07_image-1505463742093.original.jpg,POINT(466895.399139 4685357.656734),10000315054599998e17
9602,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31980835,26.59878163,4685363.109,466938.9204,3,109,NA,North,photo #25,files/app/1f3483ba-3da5-4056-b760-451d9e0552d0_image-1505464131026.original.jpg,0.4,15,NA,15,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(466938.920393 4685363.108625),10000315054599998e17
9603,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31951511,26.59983176,4685330.141,467025.2994,3,110,NA,East,photo #26,files/app/e6a72056-084a-4998-af14-5f4c3ee12f2b_image-1505464579967.original.jpg,0.4,15,NA,15,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467025.299428 4685330.141238),10000315054599998e17
9604,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.32097905,26.61122887,4685488.337,467965.1899,3,111,NA,West,photo 27,files/app/3db8392c-f0f2-4b1c-9e05-f68c9bcb4e6b_image-1505466131343.original.jpg,1.6,19,NA,19,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,4 - minimal,Agriculture,Last week,NA,NA,NA,POINT(467965.189892 4685488.337066),10000315054699997e17
9605,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Hilltop,42.33109308,26.61552894,4686609.742,468324.5912,3,112,NA,North,photo28,files/app/1ca90e0a-b1c3-4ee1-9a74-601a8340ad12_image-1505467444120.original.jpg,1.5,19,NA,15,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(468324.591161 4686609.742444),10000315054699997e17
9606,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.3337217,26.61316695,4686902.495,468131.3204,3,113,NA,North,photo29,files/app/52fa9017-38f9-4ace-aaec-15f0ec251e9c_image-1505468059921.original.jpg,1.9,20,NA,18,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(468131.320443 4686902.495262),10000315054699997e17
9607,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.33596104,26.61055881,4687152.122,467917.5906,3,114,NA,North,photo31,files/app/4c1dff05-71d4-4487-923d-dfab074a768d_image-1505468616932.original.jpg,0.8,20,NA,20,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467917.590624 4687152.121998),10000315054699997e17
9608,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Hilltop,42.33652139,26.61004075,4687214.536,467875.1977,3,115,NA,West,"photo 32-33, white limestone spread all over,",files/app/fd65d58a-95d2-4eb1-894e-b0598d116012_image-1505469080631.original.jpg,2,26,NA,24,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,Looting,NA,4 - minimal,Looting,Last year,"[01,irregular,4,3,1.2,white limestone all around rt]",NA,files/app/e74b50b5-e307-41a4-8397-43f422fa7f32_image-1505468952923.original.jpg,POINT(467875.197677 4687214.535885),10000315054699997e17
9609,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Pasture (grassland),Hilltop,42.33625845,26.61084262,4687185.037,467941.1219,3,116,NA,Southeast,NA,files/app/770405c9-bfdc-45d7-8720-0b68b8e1c9d4_image-1505469374532.original.jpg,2,25,NA,22,NA,NA,NA,NA,No,NA,NA,3 - damaged,Looting,NA,3 - impaired,Looting,Unknown,"[01,circular, 2,2,1.6]",NA,files/app/e2d86ed5-27a5-43ba-9efc-dcb9b458790d_image-1505469336102.original.jpg,POINT(467941.121852 4687185.037208),10000315054699997e17
9610,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Annual agriculture,Hilltop,42.3361807,26.61131392,4687176.228,467979.9087,3,117,NA,East,"photo36, white crumbled limestone spread all over the mound",files/app/06360aac-a4a4-4b4c-9172-c8402ee431aa_image-1505469524378.original.jpg,1.4,18,NA,17,NA,NA,NA,NA,No,NA,NA,3 - damaged,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(467979.908705 4687176.227636),10000315054699997e17
9611,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Pasture (grassland),Hilltop,42.33686453,26.61085046,4687252.331,467942.076,3,118,NA,East,NA,files/app/1c1864d0-7a9f-4a67-846e-71c34873c3a0_image-1505469835412.original.jpg,2.8,27,NA,25,NA,NA,NA,NA,No,NA,NA,3 - damaged,Looting,NA,3 - impaired,Looting,Unknown,"[01,irregular,6,3,1.2]",NA,files/app/3bff22ec-42c7-4c2e-9ecc-7c8daad9ad20_image-1505469751762.original.jpg,POINT(467942.075965 4687252.33118),10000315054699997e17
9612,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Pasture (grassland),Hilltop,42.33723779,26.61091894,4687293.751,467947.9068,3,119,NA,West,NA,files/app/80468f20-c60f-4a39-b2b1-508a53a87a68_image-1505470218056.original.jpg,2,23,NA,22,NA,NA,Artefact scatter,white limestone crumbled stones,No,NA,NA,4 - seriously damaged,Looting,NA,3 - impaired,Looting,Unknown,"[01,circular,2,2,1.3,circular rt on the top in the centre]",NA,files/app/f8f08280-a2d0-4fde-bbe0-1b49dba5556a_image-1505470107462.original.jpg,POINT(467947.906849 4687293.750889),10000315054699997e17
9613,1.00E+18,Vera Dolezalkova,15-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Annual agriculture,Pasture (grassland),Hilltop,42.3374745,26.61115153,4687319.947,467967.1875,3,120,164,South,NA,files/app/50fddfcb-9ded-4722-a1aa-fd0347531777_image-1505470400361.original.jpg,2.1,25,NA,23,NA,NA,NA,NA,No,NA,NA,2 - minor damage,Agriculture,NA,3 - impaired,Agriculture,Unknown,NA,NA,NA,POINT(467967.187477 4687319.946568),10000315054699997e17
9616,1.00E+18,Vera Dolezalkova,18-Sep,Extinct Burial Mound,Extinct Burial Mound,Legacy verification,all hilltop dug through w bulldozers,Pasture (grassland),Pasture (grassland),Hilltop,42.37233763,26.25230303,4691388.506,438439.6472,3,123,NA,West,NA,files/app/8cf1eb45-2844-473f-9655-f8e20e7bdb97_image-1505711324503.original.jpg,0,0,NA,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,Other,military trench w concrete walls,5- none or nearly none,Unknown,Unknown,NA,NA,NA,POINT(438439.647239 4691388.505845),10000315057099999e17
9617,1.00E+18,Vera Dolezalkova,18-Sep,Burial Mound,Burial Mound,Legacy verification,NA,Pasture (grassland),Pasture (grassland),Hilltop,42.37360882,26.25113085,4691530.505,438344.3806,3,124,283.1,North,NA,files/app/31219fce-6edc-40f5-8bad-5be700c165df_image-1505712192096.original.jpg,3.1,30,NA,28,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,Looting,NA,4 - minimal,Looting,Last year,"[01, irregular, 3,4,1.4;02,rectangular, 2.5,1.8,1.2;03, oval, 8,6,1.9]",NA,files/app/2c902949-2c69-4334-b4d0-5b3ae1ddff8f_image-1505711910669.original.jpg - files/app/6282238a-897d-40d8-87f4-e61d4accecfd_image-1505711967739.original.jpg - files/app/b4a26579-be54-448c-a8eb-d23a0b2a1f9f_image-1505711833166.original.jpg - files/app/f6a6c18d-6c96-41e3-ab67-460050a6440d_image-1505712379653.original.jpg,POINT(438344.380611 4691530.50534),10000315057099999e17
9644,1.00E+18,Vera Dolezalkova,20-Sep,Extinct Burial Mound,Uncertain Feature,Legacy verification,military embankment,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.44422785,26.33985862,4699311.323,445710.4475,3,153,163.1,Northeast,47,BurialMound/Photo/9644_1.jpg,5,100,NA,NA,NA,square embankment,NA,NA,No,NA,NA,3 - damaged,Construction,NA,4 - minimal,Other (specify in Annotation) (military embankment),Unknown,NA,NA,NA,POINT(445710.447541 4699311.322846),10000315059000001e17
9645,1.00E+18,Vera Dolezalkova,20-Sep,Extinct Burial Mound,Uncertain Mound,Legacy verification,water pipe channel and crossroad of water pipes,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.43098085,26.3374515,4697841.945,445501.0093,3,154,157.4,West,"photo#49-52, water pipe crossroad right on the mound, right under the elevation point.",BurialMound/Photo/9645_1.jpg,1.4,30,NA,25,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,Construction,NA,4 - minimal,Unknown,Unknown,NA,NA,NA,POINT(445501.009328 4697841.94451),10000315059000001e17
