TopoID,Notes,LU_Around,LU_top,RS_Status,RS_feature_type,Source,Length,Width,AtlasHeight,Atlas_page,RT_number,CRM,Elevation,Needs_GC,AS_feedback,RS_note,2001,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Stephanie_Notes,Honza_Notes,Tatjana_Notes
200396,"lots of soil marks, but none distinct enough, mound eliminated?",Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.4,,NA,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,,,
200397,Feature offset 125 m to the SSE,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,42,42,2,p.4,,,,,LU ok,Mound south of pointer,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",,,
200398,eliminated?,Scrub,Scrub,"very uncertain = discrete crops, soil or shadowmark in the vicinity (within possible precision error), but not certain",None visible,Atlas of Yambol Mounds,NA,NA,4,p.4,,NA,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,,,
200399,eliminated?,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,3,p.4,,NA,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,,,
200400,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.5,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,Honza begins identification,Nothing is present
200401,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,40,40,2,p.4,,,,,LU ok,mound is 17m W of the mark ,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,something present
200402,,Pasture,Scrub,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Atlas of Yambol Mounds,25,23,1,p.4,,,,,LU ok,"disturbed terrain everyone, unclear whether feature present",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200403,was annual before 2007,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.5,,NA,,,LU ok,"disturbed terrain everyone, unclear whether feature present",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,nothing is present
200404,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.5,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,nothing is present
200405,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Russian topo maps,26,33,NA,p.5,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,soilmark present 
200406,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Russian topo maps,36,26,NA,p.5,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200407,,Scrub,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,24,22,4,p.5,,,,,LU ok,another soilmark E of mark present,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
